#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
SMG7	SMG1	4449318	4448235	9606.ENSP00000425133	9606.ENSP00000402515	0	0	0	0	0.092	0.993	0.900	0.900	0.999
QARS	MARS	4438334	4434992	9606.ENSP00000307567	9606.ENSP00000262027	0.075	0	0	0	0.252	0.953	0.900	0.917	0.999
EIF4G3	EIF4A2	4447007	4439848	9606.ENSP00000383274	9606.ENSP00000326381	0	0	0	0	0.087	0.976	0.900	0.837	0.999
PAFAH1B1	NDEL1	4446653	4440509	9606.ENSP00000380378	9606.ENSP00000333982	0	0	0	0	0.062	0.551	0.900	0.988	0.999
MED14	MED28	4439630	4433684	9606.ENSP00000323720	9606.ENSP00000237380	0	0	0	0	0	0.993	0.900	0.558	0.999
WRN	RPA1	4437463	4434378	9606.ENSP00000298139	9606.ENSP00000254719	0	0	0	0	0.114	0.996	0.900	0.607	0.999
SMC3	RAD21	4442527	4437395	9606.ENSP00000354720	9606.ENSP00000297338	0	0	0	0	0.660	0.997	0.900	0.981	0.999
HLA-DRA	HLA-DRB1	4446403	4442321	9606.ENSP00000378786	9606.ENSP00000353099	0	0	0	0.642	0.876	0.931	0.900	0.832	0.999
PTBP1	HNRNPA2B1	4441922	4441649	9606.ENSP00000349428	9606.ENSP00000346694	0	0	0	0	0.949	0.818	0.900	0.704	0.999
FANCF	HES1	4440214	4433557	9606.ENSP00000330875	9606.ENSP00000232424	0	0	0	0	0	0.993	0.900	0.382	0.999
SNRNP200	DDX23	4439101	4438627	9606.ENSP00000317123	9606.ENSP00000310723	0	0	0	0	0.332	0.982	0.900	0.917	0.999
SNRNP200	SNRNP40	4439101	4435298	9606.ENSP00000317123	9606.ENSP00000263694	0	0	0	0	0.246	0.998	0.900	0.555	0.999
LARS	MARS	4446273	4434992	9606.ENSP00000377954	9606.ENSP00000262027	0.111	0	0	0	0.845	0.832	0.900	0.885	0.999
PSMB4	PSMC4	4436872	4432671	9606.ENSP00000290541	9606.ENSP00000157812	0	0	0	0	0.857	0.993	0.900	0.568	0.999
COG4	COG3	4439024	4434646	9606.ENSP00000315775	9606.ENSP00000258654	0	0	0	0	0.198	0.980	0.900	0.959	0.999
PXN	VCL	4435751	4432848	9606.ENSP00000267257	9606.ENSP00000211998	0	0	0	0	0.097	0.927	0.900	0.979	0.999
FYN	CTNNB1	4441647	4441426	9606.ENSP00000346671	9606.ENSP00000344456	0	0	0	0	0	0.993	0.900	0.613	0.999
SEC13	NUP98	4445779	4439036	9606.ENSP00000373312	9606.ENSP00000316032	0	0	0	0	0.115	0.972	0.900	0.914	0.999
TSC1	TSC2	4437501	4433091	9606.ENSP00000298552	9606.ENSP00000219476	0	0	0	0	0.095	0.876	0.900	0.983	0.999
UTP6	UTP3	4434930	4434386	9606.ENSP00000261708	9606.ENSP00000254803	0	0	0	0	0.858	0.798	0.900	0.788	0.999
HNRNPA2B1	SRSF1	4441649	4434667	9606.ENSP00000346694	9606.ENSP00000258962	0	0	0.247	0	0.966	0.244	0.900	0.726	0.999
ANAPC16	CDC23	4451237	4446340	9606.ENSP00000477760	9606.ENSP00000378350	0	0	0	0	0.061	0.985	0.900	0.763	0.999
SRP19	SRP68	4449310	4438747	9606.ENSP00000424870	9606.ENSP00000312066	0	0	0	0	0.152	0.952	0.900	0.957	0.999
SMC3	WAPAL	4442527	4437519	9606.ENSP00000354720	9606.ENSP00000298767	0	0	0	0	0.144	0.891	0.900	0.949	0.999
SUMO2	SENP1	4448385	4447866	9606.ENSP00000405965	9606.ENSP00000394791	0	0	0	0	0.061	0.976	0.900	0.902	0.999
CCNC	MED12	4449479	4444316	9606.ENSP00000428982	9606.ENSP00000363193	0	0	0	0	0.081	0.994	0.900	0.930	0.999
EFTUD2	SNRPD3	4447727	4432879	9606.ENSP00000392094	9606.ENSP00000215829	0	0	0	0	0.558	0.991	0.900	0.619	0.999
CNOT1	CNOT11	4439404	4436809	9606.ENSP00000320949	9606.ENSP00000289382	0	0	0	0	0.131	0.963	0.900	0.794	0.999
MED12	MED14	4444316	4439630	9606.ENSP00000363193	9606.ENSP00000323720	0	0	0	0	0.293	0.993	0.900	0.751	0.999
PSMA1	PSMA5	4448731	4435972	9606.ENSP00000414359	9606.ENSP00000271308	0	0	0.387	0.808	0.970	0.992	0.900	0.869	0.999
DDX23	SNRNP40	4438627	4435298	9606.ENSP00000310723	9606.ENSP00000263694	0	0	0	0	0.119	0.990	0.900	0.592	0.999
MAML3	NOTCH3	4449159	4435256	9606.ENSP00000421180	9606.ENSP00000263388	0	0	0	0	0	0.994	0.900	0.711	0.999
SMG1	PABPC1	4448235	4438834	9606.ENSP00000402515	9606.ENSP00000313007	0	0	0	0	0.068	0.993	0.900	0.498	0.999
SEC31A	SEC13	4446393	4445779	9606.ENSP00000378721	9606.ENSP00000373312	0	0	0	0	0.202	0.960	0.900	0.937	0.999
CCNC	MED28	4449479	4433684	9606.ENSP00000428982	9606.ENSP00000237380	0	0	0	0	0.097	0.993	0.900	0.485	0.999
SNRPB	LSM8	4448654	4434090	9606.ENSP00000412566	9606.ENSP00000249299	0	0	0	0	0.217	0.986	0.900	0.545	0.999
PRPF8	SNRNP40	4450629	4435298	9606.ENSP00000460348	9606.ENSP00000263694	0	0	0	0	0.241	0.998	0.900	0.901	0.999
PSMC3	PSMB4	4451553	4436872	9606.ENSP00000481029	9606.ENSP00000290541	0	0	0	0	0.712	0.992	0.900	0.707	0.999
PEX5	PEX14	4447704	4441882	9606.ENSP00000391601	9606.ENSP00000349016	0	0	0	0	0.082	0.973	0.800	0.945	0.999
COG2	COG4	4442720	4439024	9606.ENSP00000355629	9606.ENSP00000315775	0	0	0	0	0.153	0.969	0.900	0.859	0.999
PSMC3	PSMA5	4451553	4435972	9606.ENSP00000481029	9606.ENSP00000271308	0.059	0	0.214	0	0.900	0.990	0.900	0.728	0.999
SMC3	NIPBL	4442527	4436496	9606.ENSP00000354720	9606.ENSP00000282516	0	0	0	0	0.685	0.800	0.900	0.946	0.999
EFTUD2	SNRNP40	4447727	4435298	9606.ENSP00000392094	9606.ENSP00000263694	0	0	0	0	0.427	0.998	0.900	0.559	0.999
UBE2I	RANBP2	4441792	4436527	9606.ENSP00000348056	9606.ENSP00000283195	0	0	0	0	0.098	0.990	0.900	0.802	0.999
PRPF8	DDX23	4450629	4438627	9606.ENSP00000460348	9606.ENSP00000310723	0	0	0	0	0.373	0.993	0.900	0.516	0.999
HNRNPC	ALYREF	4450354	4449181	9606.ENSP00000451291	9606.ENSP00000421592	0	0	0	0	0.938	0.723	0.900	0.513	0.999
SMG1	NCBP2	4448235	4439879	9606.ENSP00000402515	9606.ENSP00000326806	0	0	0	0	0.068	0.993	0.900	0.458	0.999
PSMA1	PSMC4	4448731	4432671	9606.ENSP00000414359	9606.ENSP00000157812	0.059	0	0	0	0.851	0.992	0.900	0.678	0.999
RHOA	ARHGDIA	4448110	4435881	9606.ENSP00000400175	9606.ENSP00000269321	0	0	0	0	0.092	0.969	0.900	0.887	0.999
TBL1XR1	NCOR1	4448367	4435844	9606.ENSP00000405574	9606.ENSP00000268712	0	0	0	0	0.094	0.817	0.900	0.957	0.999
UTP11L	UTP3	4444078	4434386	9606.ENSP00000362105	9606.ENSP00000254803	0	0	0	0	0.858	0.797	0.900	0.781	0.999
MED12	MED28	4444316	4433684	9606.ENSP00000363193	9606.ENSP00000237380	0	0	0	0	0	0.993	0.900	0.545	0.999
CIRH1A	UTP6	4439903	4434930	9606.ENSP00000327179	9606.ENSP00000261708	0	0	0	0	0.899	0.798	0.900	0.833	0.999
TCP1	CCT7	4439122	4434598	9606.ENSP00000317334	9606.ENSP00000258091	0	0	0.263	0.833	0.993	0.973	0.900	0.882	0.999
MED12	MED21	4444316	4436513	9606.ENSP00000363193	9606.ENSP00000282892	0	0	0	0	0	0.993	0.900	0.424	0.999
ANAPC16	CDC16	4451237	4442371	9606.ENSP00000477760	9606.ENSP00000353549	0	0	0	0	0	0.988	0.900	0.809	0.999
SMG1	UPF2	4448235	4441853	9606.ENSP00000402515	9606.ENSP00000348708	0	0	0	0	0.162	0.993	0.900	0.954	0.999
MAML3	RBPJ	4449159	4441499	9606.ENSP00000421180	9606.ENSP00000345206	0	0	0	0	0.061	0.993	0.900	0.690	0.999
MAML3	NOTCH1	4449159	4436260	9606.ENSP00000421180	9606.ENSP00000277541	0	0	0	0	0	0.994	0.900	0.532	0.999
UPF1	UPF2	4450945	4441853	9606.ENSP00000470142	9606.ENSP00000348708	0	0	0	0	0.348	0.998	0.900	0.987	0.999
GNB2L1	EEF2	4449378	4438372	9606.ENSP00000426909	9606.ENSP00000307940	0	0	0	0	0.982	0.957	0	0.414	0.999
SF3B1	SNRPD3	4440663	4432879	9606.ENSP00000335321	9606.ENSP00000215829	0	0	0	0	0.235	0.989	0.900	0.289	0.999
CDC23	CDC16	4446340	4442371	9606.ENSP00000378350	9606.ENSP00000353549	0	0	0	0	0.291	0.996	0.900	0.963	0.999
SUMO2	UBE2I	4448385	4441792	9606.ENSP00000405965	9606.ENSP00000348056	0	0	0	0	0.166	0.981	0.900	0.921	0.999
HLA-DRA	CD74	4446403	4432583	9606.ENSP00000378786	9606.ENSP00000009530	0	0	0	0	0.924	0.889	0.900	0.574	0.999
MED14	MED21	4439630	4436513	9606.ENSP00000323720	9606.ENSP00000282892	0	0	0	0	0	0.957	0.900	0.882	0.999
HNRNPA1	HNRNPM	4441190	4439758	9606.ENSP00000341826	9606.ENSP00000325376	0	0	0	0	0.951	0.617	0.900	0.690	0.999
NFKB1	NFKBIA	4433374	4432983	9606.ENSP00000226574	9606.ENSP00000216797	0	0	0	0.762	0.218	0.988	0.900	0.826	0.999
HNRNPF	HNRNPA2B1	4448121	4441649	9606.ENSP00000400433	9606.ENSP00000346694	0	0	0	0	0.923	0.608	0.900	0.755	0.999
PRPF8	SNRNP200	4450629	4439101	9606.ENSP00000460348	9606.ENSP00000317123	0	0	0	0	0.951	0.999	0.900	0.895	0.999
MED21	MED28	4436513	4433684	9606.ENSP00000282892	9606.ENSP00000237380	0	0	0	0	0.063	0.993	0.900	0.457	0.999
PSMC3	PSMC4	4451553	4432671	9606.ENSP00000481029	9606.ENSP00000157812	0	0	0.422	0.902	0.985	0.994	0.900	0.886	0.999
PRPF8	EFTUD2	4450629	4447727	9606.ENSP00000460348	9606.ENSP00000392094	0	0	0	0	0.782	0.999	0.900	0.869	0.999
PRPF8	SNRPD3	4450629	4432879	9606.ENSP00000460348	9606.ENSP00000215829	0	0	0	0	0.344	0.990	0.900	0.697	0.999
UPF1	SMG7	4450945	4449318	9606.ENSP00000470142	9606.ENSP00000425133	0	0	0	0	0.100	0.994	0.900	0.959	0.999
GTF2E2	GTF2F2	4441807	4441082	9606.ENSP00000348168	9606.ENSP00000340823	0	0	0	0	0.322	0.963	0.900	0.770	0.999
B2M	HLA-A	4450405	4446577	9606.ENSP00000452780	9606.ENSP00000379873	0	0	0	0	0.313	0.962	0.900	0.955	0.999
SF3B1	SNRNP200	4440663	4439101	9606.ENSP00000335321	9606.ENSP00000317123	0	0	0	0	0.736	0.992	0.900	0.785	0.999
SUPT6H	IWS1	4439257	4437146	9606.ENSP00000319104	9606.ENSP00000295321	0	0	0	0	0.208	0.844	0.900	0.948	0.999
HNRNPA2B1	HNRNPA1	4441649	4441190	9606.ENSP00000346694	9606.ENSP00000341826	0	0	0.442	0.962	0.958	0.810	0.900	0.912	0.999
B2M	HLA-E	4450405	4444757	9606.ENSP00000452780	9606.ENSP00000365817	0	0	0	0	0.347	0.962	0.900	0.640	0.999
UPF1	SMG1	4450945	4448235	9606.ENSP00000470142	9606.ENSP00000402515	0	0	0	0	0.176	0.993	0.900	0.985	0.999
RTF1	SUPT16H	4445870	4432946	9606.ENSP00000374280	9606.ENSP00000216297	0	0	0	0	0.286	0.955	0.900	0.725	0.999
PLEC	ITGB4	4439640	4432778	9606.ENSP00000323856	9606.ENSP00000200181	0	0	0	0	0.107	0.970	0.900	0.741	0.999
EIF3B	EIF3D	4442432	4432926	9606.ENSP00000354125	9606.ENSP00000216190	0	0	0	0	0.908	0.945	0.900	0.962	0.999
NUP62	NUP214	4450981	4442243	9606.ENSP00000471191	9606.ENSP00000352400	0	0	0	0	0.182	0.953	0.900	0.916	0.999
EFTUD2	LSM8	4447727	4434090	9606.ENSP00000392094	9606.ENSP00000249299	0	0	0	0	0.306	0.985	0.900	0.324	0.999
LSM8	SNRPD3	4434090	4432879	9606.ENSP00000249299	9606.ENSP00000215829	0	0	0	0	0.875	0.960	0.900	0.799	0.999
RBPJ	NOTCH1	4441499	4436260	9606.ENSP00000345206	9606.ENSP00000277541	0	0	0	0	0.069	0.961	0.900	0.958	0.999
CTNND1	FYN	4446884	4441647	9606.ENSP00000382004	9606.ENSP00000346671	0	0	0	0	0.062	0.993	0.900	0.520	0.999
HNRNPC	HNRNPA1	4450354	4441190	9606.ENSP00000451291	9606.ENSP00000341826	0	0	0	0	0.950	0.681	0.900	0.870	0.999
PSMC3	PSMA1	4451553	4448731	9606.ENSP00000481029	9606.ENSP00000414359	0.059	0	0	0	0.756	0.989	0.900	0.778	0.999
HNRNPC	HNRNPA2B1	4450354	4441649	9606.ENSP00000451291	9606.ENSP00000346694	0	0	0	0	0.953	0	0.900	0.843	0.999
EFTUD2	DDX23	4447727	4438627	9606.ENSP00000392094	9606.ENSP00000310723	0	0	0	0	0.342	0.994	0.900	0.857	0.999
EEF1D	EEF1G	4448537	4440309	9606.ENSP00000410059	9606.ENSP00000331901	0	0	0	0	0.800	0.989	0.900	0.930	0.999
EFTUD2	SNRNP200	4447727	4439101	9606.ENSP00000392094	9606.ENSP00000317123	0	0	0	0	0.530	0.998	0.900	0.935	0.999
SOS1	GRB2	4447527	4446042	9606.ENSP00000387784	9606.ENSP00000376345	0	0	0	0	0.061	0.832	0.900	0.955	0.999
PTPN1	IGF1R	4443784	4435797	9606.ENSP00000360683	9606.ENSP00000268035	0	0	0	0	0.062	0.973	0.900	0.656	0.999
LARS	QARS	4446273	4438334	9606.ENSP00000377954	9606.ENSP00000307567	0.044	0.064	0	0	0.825	0.850	0.900	0.885	0.999
PTK2	PXN	4441125	4435751	9606.ENSP00000341189	9606.ENSP00000267257	0	0	0	0	0	0.827	0.900	0.972	0.999
EXOSC6	EXOSC10	4448033	4444798	9606.ENSP00000398597	9606.ENSP00000366135	0	0	0	0	0.075	0.976	0.900	0.897	0.999
SNRPB	SNRNP200	4448654	4439101	9606.ENSP00000412566	9606.ENSP00000317123	0	0	0	0	0.327	0.989	0.900	0.393	0.999
SNRNP200	SNRPD3	4439101	4432879	9606.ENSP00000317123	9606.ENSP00000215829	0	0	0	0	0.388	0.991	0.900	0.365	0.999
SF3B1	SF3B2	4440663	4439231	9606.ENSP00000335321	9606.ENSP00000318861	0	0	0	0	0.446	0.998	0.900	0.885	0.999
AP1G1	AP1B1	4446158	4442019	9606.ENSP00000377148	9606.ENSP00000350199	0	0	0	0.549	0.249	0.980	0.900	0.633	0.998
WAPAL	RAD21	4437519	4437395	9606.ENSP00000298767	9606.ENSP00000297338	0	0	0	0	0.099	0.890	0.900	0.845	0.998
HNRNPA2B1	HNRNPM	4441649	4439758	9606.ENSP00000346694	9606.ENSP00000325376	0	0	0	0	0.951	0.284	0.900	0.573	0.998
CHUK	NFKBIA	4443527	4432983	9606.ENSP00000359424	9606.ENSP00000216797	0	0	0	0	0.049	0.917	0.900	0.825	0.998
NCOA2	NR3C1	4448095	4433539	9606.ENSP00000399968	9606.ENSP00000231509	0	0	0	0	0.062	0.972	0.900	0.584	0.998
SNRPB	EFTUD2	4448654	4447727	9606.ENSP00000412566	9606.ENSP00000392094	0	0	0	0	0.378	0.960	0.900	0.468	0.998
MYL6	MYH9	4450215	4432924	9606.ENSP00000446955	9606.ENSP00000216181	0	0	0	0	0.640	0.858	0.900	0.711	0.998
UTP11L	UTP6	4444078	4434930	9606.ENSP00000362105	9606.ENSP00000261708	0	0	0	0	0.868	0.779	0.900	0.591	0.998
YWHAZ	RAF1	4446480	4434195	9606.ENSP00000379287	9606.ENSP00000251849	0	0	0	0	0	0.974	0.900	0.358	0.998
HLA-DRA	HLA-DRB5	4446403	4444482	9606.ENSP00000378786	9606.ENSP00000364114	0	0	0	0.647	0.709	0.931	0.900	0.800	0.998
PRPF8	SNRPB	4450629	4448654	9606.ENSP00000460348	9606.ENSP00000412566	0	0	0	0	0.385	0.962	0.900	0.434	0.998
HNRNPF	HNRNPM	4448121	4439758	9606.ENSP00000400433	9606.ENSP00000325376	0	0	0	0	0.950	0.270	0.900	0.673	0.998
HNRNPF	HNRNPA1	4448121	4441190	9606.ENSP00000400433	9606.ENSP00000341826	0	0	0	0	0.913	0.614	0.900	0.699	0.998
HNRNPC	PTBP1	4450354	4441922	9606.ENSP00000451291	9606.ENSP00000349428	0	0	0	0	0.940	0	0.900	0.751	0.998
EFTUD2	SRRM2	4447727	4437792	9606.ENSP00000392094	9606.ENSP00000301740	0	0	0	0	0.125	0.947	0.900	0.694	0.998
HNRNPM	SRSF1	4439758	4434667	9606.ENSP00000325376	9606.ENSP00000258962	0	0	0	0	0.947	0.322	0.900	0.638	0.998
PRPF8	SRRM2	4450629	4437792	9606.ENSP00000460348	9606.ENSP00000301740	0	0	0	0	0.144	0.963	0.900	0.442	0.998
EIF4G3	EIF4A1	4447007	4437038	9606.ENSP00000383274	9606.ENSP00000293831	0	0	0	0	0.087	0.924	0.900	0.823	0.998
GTF2F2	POLR2C	4441082	4433073	9606.ENSP00000340823	9606.ENSP00000219252	0	0	0	0	0.081	0.959	0.900	0.680	0.998
ZYX	VASP	4439687	4433955	9606.ENSP00000324422	9606.ENSP00000245932	0	0	0	0	0.211	0.821	0.900	0.882	0.998
BAG6	GET4	4444656	4435655	9606.ENSP00000365131	9606.ENSP00000265857	0	0	0	0	0.079	0.979	0.900	0.380	0.998
HLA-DRB1	CD74	4442321	4432583	9606.ENSP00000353099	9606.ENSP00000009530	0	0	0	0	0.854	0.864	0.900	0.463	0.998
SUN2	SYNE1	4447251	4442844	9606.ENSP00000385616	9606.ENSP00000356224	0	0	0	0	0	0.901	0.900	0.862	0.998
SNRNP200	SRRM2	4439101	4437792	9606.ENSP00000317123	9606.ENSP00000301740	0	0	0	0	0.127	0.966	0.900	0.534	0.998
ZAP70	LCP2	4435526	4432628	9606.ENSP00000264972	9606.ENSP00000046794	0	0	0	0	0.505	0.406	0.900	0.944	0.998
CIRH1A	UTP3	4439903	4434386	9606.ENSP00000327179	9606.ENSP00000254803	0	0	0	0	0.843	0.798	0.900	0.525	0.998
NCL	NPM1	4439187	4437352	9606.ENSP00000318195	9606.ENSP00000296930	0	0	0	0	0.750	0.633	0.900	0.860	0.998
PTBP1	SRSF1	4441922	4434667	9606.ENSP00000349428	9606.ENSP00000258962	0	0	0	0	0.943	0.163	0.900	0.765	0.998
EFTUD2	RBM22	4447727	4432775	9606.ENSP00000392094	9606.ENSP00000199814	0	0	0	0	0.133	0.960	0.900	0.729	0.998
CRCP	POLR3A	4446396	4443925	9606.ENSP00000378736	9606.ENSP00000361446	0	0	0	0	0.063	0.966	0.900	0.657	0.998
VPS16	VPS39	4445392	4440647	9606.ENSP00000369810	9606.ENSP00000335193	0	0	0	0	0.218	0.692	0.900	0.936	0.998
TCF7L2	CTNNB1	4443308	4441426	9606.ENSP00000358404	9606.ENSP00000344456	0	0	0	0	0	0.827	0.900	0.926	0.998
SUMO2	RANBP2	4448385	4436527	9606.ENSP00000405965	9606.ENSP00000283195	0	0	0	0	0.099	0.955	0.900	0.719	0.998
ALYREF	HNRNPA1	4449181	4441190	9606.ENSP00000421592	9606.ENSP00000341826	0	0	0.243	0	0.944	0.371	0.900	0.491	0.998
HNRNPC	SRSF1	4450354	4434667	9606.ENSP00000451291	9606.ENSP00000258962	0	0	0	0	0.944	0.244	0.900	0.729	0.998
SNRNP200	RBM22	4439101	4432775	9606.ENSP00000317123	9606.ENSP00000199814	0	0	0	0	0.081	0.957	0.900	0.669	0.998
SNRPB	SF3B1	4448654	4440663	9606.ENSP00000412566	9606.ENSP00000335321	0	0	0	0	0.624	0.960	0.900	0.277	0.998
PRPF8	RBM22	4450629	4432775	9606.ENSP00000460348	9606.ENSP00000199814	0	0	0	0	0.081	0.960	0.900	0.546	0.998
EIF3B	EIF4A1	4442432	4437038	9606.ENSP00000354125	9606.ENSP00000293831	0	0	0	0	0.573	0.834	0.900	0.750	0.998
DDX23	SNRPD3	4438627	4432879	9606.ENSP00000310723	9606.ENSP00000215829	0	0	0	0	0.201	0.960	0.900	0.534	0.998
SMARCE1	SMARCC2	4439656	4435738	9606.ENSP00000323967	9606.ENSP00000267064	0	0	0	0	0.161	0.884	0.900	0.850	0.998
MSL1	MSL2	4450683	4438730	9606.ENSP00000462945	9606.ENSP00000311827	0	0	0	0	0.063	0.923	0.900	0.799	0.998
STAM	HGS	4444899	4440236	9606.ENSP00000366746	9606.ENSP00000331201	0	0	0	0.586	0.210	0.973	0.900	0.893	0.998
PRPF8	LSM8	4450629	4434090	9606.ENSP00000460348	9606.ENSP00000249299	0	0	0	0	0.160	0.960	0.900	0.637	0.998
TRAF3	TBK1	4450450	4440145	9606.ENSP00000454207	9606.ENSP00000329967	0	0	0	0	0.059	0.868	0.900	0.892	0.998
HNRNPC	HNRNPM	4450354	4439758	9606.ENSP00000451291	9606.ENSP00000325376	0	0	0	0	0.940	0.439	0.900	0.694	0.998
SNRPD3	RBM22	4432879	4432775	9606.ENSP00000215829	9606.ENSP00000199814	0	0	0	0	0.077	0.960	0.900	0.421	0.997
UPF1	ALYREF	4450945	4449181	9606.ENSP00000470142	9606.ENSP00000421592	0	0	0	0	0.229	0.993	0	0.603	0.997
SNRPB	SNRNP40	4448654	4435298	9606.ENSP00000412566	9606.ENSP00000263694	0	0	0	0	0.426	0.960	0.900	0.066	0.997
IFT20	IFT57	4450745	4435447	9606.ENSP00000464443	9606.ENSP00000264538	0	0	0	0	0.189	0.752	0.900	0.894	0.997
YWHAZ	YWHAH	4446480	4434076	9606.ENSP00000379287	9606.ENSP00000248975	0	0	0	0.973	0.371	0.964	0.900	0.676	0.997
RHOA	ARHGDIB	4448110	4433442	9606.ENSP00000400175	9606.ENSP00000228945	0	0	0	0	0.065	0.753	0.900	0.917	0.997
SNRNP40	SNRPD3	4435298	4432879	9606.ENSP00000263694	9606.ENSP00000215829	0	0	0	0	0.392	0.960	0.900	0.157	0.997
ARID2	SMARCC2	4440632	4435738	9606.ENSP00000335044	9606.ENSP00000267064	0	0	0	0	0.190	0.860	0.900	0.834	0.997
IFT57	IFT172	4435447	4434789	9606.ENSP00000264538	9606.ENSP00000260570	0	0	0	0	0.224	0.741	0.900	0.885	0.997
PTBP1	HNRNPM	4441922	4439758	9606.ENSP00000349428	9606.ENSP00000325376	0	0	0	0	0.945	0.050	0.900	0.504	0.997
SNX2	SNX6	4445228	4442632	9606.ENSP00000368831	9606.ENSP00000355217	0	0	0	0.587	0.084	0.958	0.900	0.874	0.997
TAPBP	PDIA3	4448337	4437661	9606.ENSP00000404833	9606.ENSP00000300289	0	0	0	0	0.043	0.817	0.900	0.897	0.997
HNRNPF	SRSF1	4448121	4434667	9606.ENSP00000400433	9606.ENSP00000258962	0	0	0	0	0.923	0.246	0.900	0.593	0.997
SRRM2	RBM22	4437792	4432775	9606.ENSP00000301740	9606.ENSP00000199814	0	0	0	0	0.064	0.943	0.900	0.513	0.997
ACTG1	CFL1	4450595	4449639	9606.ENSP00000458162	9606.ENSP00000432660	0	0	0	0	0.279	0.943	0.800	0.732	0.997
NUP62	NUP155	4450981	4433538	9606.ENSP00000471191	9606.ENSP00000231498	0	0	0	0	0.145	0.808	0.900	0.853	0.997
GTF2E2	POLR2C	4441807	4433073	9606.ENSP00000348168	9606.ENSP00000219252	0	0	0	0	0.091	0.952	0.900	0.306	0.996
CCNC	MED14	4449479	4439630	9606.ENSP00000428982	9606.ENSP00000323720	0	0	0	0	0.062	0.787	0.900	0.824	0.996
NUP62	NUP153	4450981	4450099	9606.ENSP00000471191	9606.ENSP00000444029	0	0	0	0	0.104	0.549	0.900	0.927	0.996
EFTUD2	SF3B2	4447727	4439231	9606.ENSP00000392094	9606.ENSP00000318861	0	0	0	0	0.457	0.736	0.900	0.774	0.996
SF3B2	SNRNP200	4439231	4439101	9606.ENSP00000318861	9606.ENSP00000317123	0	0	0	0	0.365	0.868	0.900	0.660	0.996
HNRNPC	HNRNPF	4450354	4448121	9606.ENSP00000451291	9606.ENSP00000400433	0	0	0	0	0.867	0.165	0.900	0.714	0.996
RAD21	NIPBL	4437395	4436496	9606.ENSP00000297338	9606.ENSP00000282516	0	0	0	0	0.152	0.602	0.900	0.915	0.996
CNOT10	CNOT1	4448090	4439404	9606.ENSP00000399862	9606.ENSP00000320949	0	0	0	0	0.148	0.817	0.900	0.822	0.996
EIF3B	EIF2S3	4442432	4434275	9606.ENSP00000354125	9606.ENSP00000253039	0	0	0	0	0.857	0.630	0.900	0.479	0.996
SNRPB	RBM22	4448654	4432775	9606.ENSP00000412566	9606.ENSP00000199814	0	0	0	0	0.074	0.960	0.900	0.092	0.996
SF3B1	LSM8	4440663	4434090	9606.ENSP00000335321	9606.ENSP00000249299	0	0	0	0	0.142	0.960	0.900	0.206	0.996
MYLK	MYL12A	4442357	4433027	9606.ENSP00000353452	9606.ENSP00000217652	0	0	0	0	0.063	0.552	0.900	0.927	0.996
